time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-3.173141160916534e-08,3.361174724608722e-07,10.003256374211258,0.0003073063979268653,3.8564674309071734e-05,0.0,-3.0801121486628016e-06,2.8707410416427665e-05,0.10854090617227133,0.013782749448334117,0.0018983124062562353,0.0,439.43031497931355,439.58760501501456,439.12294528019027,440.26450757286983
0.12000000000000001,-1.5121976317682628e-06,1.2899394040321242e-05,10.01501987687186,0.001389175620330363,4.934595987915458e-05,0.0,-5.3594324145954695e-05,0.0004992939506200956,0.2835478892056776,0.025402349969958552,-0.0035007910612921693,0.0,460.0527047182617,459.6250812171859,459.9188078904318,460.8379569869558
0.18,-4.83554538793294e-06,7.213756650982594e-05,10.031726798111476,0.0032196716772396883,6.282850691335598,0.0,-3.236977794140506e-05,0.0016203950637054584,0.27335181003041764,0.039144676938897525,-0.012939007551884867,0.0,400.77157201545066,399.9130349755948,400.0407171251959,401.29031042451567
0.23999999999999996,4.856386259861029e-06,0.00025736097762996905,10.054570551796973,0.005459829672155081,6.281833707839608,0.0,0.00046027462983297434,0.004826816485910297,0.48803796226254675,0.03344911210374879,-0.026504040840623362,0.0,472.2214020959491,471.174098334892,472.5147700280552,472.0761249428937
0.3,7.128790017307177e-05,0.0006847472961495519,10.08983864609106,0.007291787666055427,6.280345941341796,0.0,0.0019333615145608507,0.009643747198854252,0.6874644052034025,0.02394861860571646,-0.021582502382743004,0.0,467.99742796929087,468.3802178373368,467.5142493493511,466.7737936973793
0.36000000000000004,0.0002470786326210409,0.0014101426034706115,10.132817470836189,0.008968430039599795,6.278821141772088,0.0,0.004059876663777282,0.014685814653457373,0.7451252456859898,0.034928993650691895,-0.03445449492533671,0.0,424.47268037729975,423.3665846693513,423.12873924434916,424.0730866312602
0.4200000000000001,0.0005812843960226986,0.002470038409549645,10.178938232442379,0.01054682375989291,6.276486159685792,0.0,0.007285603167726905,0.020827885803591545,0.7921988324307362,-0.0027941488417050075,-0.049799709639780046,0.0,421.1056889816122,419.7754564434036,421.92355351689895,418.6546827228894
0.48000000000000015,0.00117690279006109,0.003949622067954955,10.230650920064724,0.010618228100015337,6.273228980008376,0.0,0.012902123163220324,0.028486303048044195,0.9314512631458851,0.008159259184390432,-0.06524291868898613,0.0,450.7448195130446,449.49321086370986,449.1531329956359,450.0404548630167
0.5400000000000001,0.002156187456731361,0.005864730452315366,10.288077727334642,0.01144948156689729,6.269078552577,0.0,0.02012111016172722,0.0354145037549403,0.9827275070459771,0.023326755686761992,-0.07849411863152819,0.0,422.65721219272166,421.5097547550896,421.41851403352223,422.7272886575745
0.6000000000000002,0.0036577531679545744,0.008219762410632409,10.3490373183223,0.012918944179939551,6.264518192219679,0.0,0.03037957897503004,0.043225023968422184,1.0491908893154283,0.026723196692859198,-0.07144646126982139,0.0,427.53777651203615,428.1329292005455,426.33790460382227,426.6280799521226
0.6600000000000003,0.005982045154564752,0.011153570009088903,10.420090998438125,0.014302592113413226,6.259976116551993,0.0,0.04765049947127997,0.05475619573748618,1.318979139314198,0.014489687626174882,-0.08596078742065928,0.0,490.5936596844609,489.5108856441917,488.3750075656038,487.46178816120954
0.7200000000000003,0.009381677679759342,0.014762687457798084,10.503934884461337,0.015458866844473285,6.2547038787158655,0.0,0.06624126892004484,0.06565798016360028,1.4756109666102533,0.02743682514630659,-0.09199052246014292,0.0,455.95983988345785,455.4716922753275,456.420934322298,457.4529205394036
0.7800000000000004,0.013872204346757039,0.018978170010855545,10.59230121618353,0.017503603673195478,6.249296479224949,0.0,0.08391469866517924,0.0750194080508841,1.4699227153791206,0.044837547609864276,-0.08663087671075184,0.0,404.0808000943874,404.55593552007275,403.55942694762354,405.1274886056142
0.8400000000000004,0.019746697434568694,0.023913476802818807,10.68696427887045,0.02003415144175591,6.245034699805274,0.0,0.11244159391093396,0.0897965273227601,1.6851931233371544,0.03623755025393575,-0.05063711975255859,0.0,472.83132337055986,475.591865428571,474.79299758013855,474.133630868188
0.9000000000000005,0.027278893272401895,0.0297168889529609,10.7907092105111,0.022955777241287834,6.242275266962533,0.0,0.13891509493922283,0.10391005197531496,1.7728199438407135,0.06614566614039027,-0.0380255489842357,0.0,434.9417128895047,435.9952487215417,435.24679149094646,437.7439027922397
0.9600000000000005,0.03658680684952085,0.036508799939964254,10.902951272151373,0.026811349462720457,6.24017773699795,0.0,0.1715884612657346,0.1229335413184507,1.9682409893917037,0.060193978734718184,-0.02944079475122112,0.0,468.5748992769923,469.2412817392179,470.260261738454,469.8018182211684
1.0200000000000005,0.047810439469553205,0.044473453237739595,11.024796720376296,0.030761029999419875,6.238435688516123,0.0,0.2027074627225016,0.14294967905426934,2.093029994067718,0.07521173774183987,-0.028233122023200087,0.0,449.1357344942367,449.233429446037,447.7179452640414,448.9411825052759
1.0800000000000005,0.06098805540303672,0.05376194219797865,11.155239078871338,0.03531235658469445,6.236978439943385,0.0,0.2367053827439451,0.16715983671175172,2.2547139028059644,0.07711202508711262,-0.017378873914770995,0.0,460.5351449685415,461.3927619866301,460.14388735182365,460.29860542969266
1.1400000000000006,0.07619113389607987,0.06457154140287205,11.29442149246811,0.04020227554783862,6.23548287910349,0.0,0.2701770157155708,0.1936572668373459,2.3844069493760354,0.0890743917048475,-0.04765689844277,0.0,452.8860816713041,450.44400973708906,450.8840760077283,451.85464986332966
1.2000000000000006,0.09355596763530495,0.07717627227691781,11.443745362130402,0.04549664028211442,6.2327999783484564,0.0,0.30895376705378336,0.22710801448200085,2.592554736728907,0.08651608879998766,-0.039400918602992,0.0,475.762561607871,476.3932199703304,475.54050651280056,475.350419775377
1.2600000000000007,0.11315430748762349,0.09177275896174904,11.602516869432922,0.05063039852964213,6.230916129873631,0.0,0.34452476307137503,0.25996030520014246,2.69953558729276,0.08358547265705284,-0.018896782511883627,0.0,444.86540117937443,446.54072264691433,446.72884454609596,446.4958023707808
1.3200000000000007,0.13505668962472767,0.10857905463200705,11.770265618218893,0.0556542512926006,6.229706142403138,0.0,0.38566257430404016,0.3008037508249949,2.891572468461792,0.08401993215201072,-0.02283482552827749,0.0,473.279445636477,472.97630587906076,472.1376736791335,472.17646780144645
1.3800000000000008,0.15946620874869089,0.12796393470862993,11.949713490114366,0.060645465494544304,6.228282610536315,0.0,0.428119716322145,0.34591144923561784,3.089450687996929,0.08146765816780187,-0.025569033426855098,0.0,475.4580312614586,475.2484840394443,475.59453370235155,475.40415440191435
1.4400000000000008,0.18630735163064427,0.15000637950027104,12.138335119811742,0.06556654655947103,6.227297530603192,0.0,0.46669030865299405,0.38932163096560873,3.197584892623853,0.08309595059751457,-0.0025374072428533496,0.0,447.99032599555676,449.8592247581611,449.920790713946,450.05796764301056
1.5000000000000009,0.2157539081443955,0.17508362932076085,12.338354737425243,0.0703641068380545,6.227129491168807,0.0,0.5148328736776996,0.4471548770647822,3.4688852711567115,0.07280833438649192,-0.0033324654034050626,0.0,499.2135534346272,499.15559345967944,497.9651357961319,497.21637093692607
1.560000000000001,0.24784157144329938,0.20343353966260203,12.550184723224456,0.07445553315280318,6.227113467635485,0.0,0.5547398489714234,0.4982590936947756,3.591681145243046,0.05683338798117612,0.005250350197790395,0.0,456.52787505543375,457.2122284569628,456.7895914994837,455.5171447696915
